Phi[deg],Theta[deg],im(rEPhi)[mV]
178,48,2179.08
180,48,2027.9
-180,50,2391.21
-178,50,2252.51
-176,50,2126.64
-174,50,2010.94
-172,50,1902.68
-170,50,1799.06
-168,50,1697.27
-166,50,1594.62
-164,50,1488.56
-162,50,1376.79
-160,50,1257.31
-158,50,1128.54
-156,50,989.395
-154,50,839.304
-152,50,678.289
-150,50,506.963
-148,50,326.514
-146,50,138.648
-144,50,-54.4972
-142,50,-250.482
-140,50,-446.71
-138,50,-640.604
-136,50,-829.781
-134,50,-1012.22
-132,50,-1186.44
-130,50,-1351.58
-128,50,-1507.55
-126,50,-1654.98
-124,50,-1795.31
-122,50,-1930.62
-120,50,-2063.6
-118,50,-2197.35
-116,50,-2335.2
-114,50,-2480.56
-112,50,-2636.68
-110,50,-2806.48
-108,50,-2992.41
-106,50,-3196.31
-104,50,-3419.34
-102,50,-3661.92
-100,50,-3923.74
-98,50,-4203.83
-96,50,-4500.57
-94,50,-4811.84
-92,50,-5135.11
-90,50,-5467.52
-88,50,-5806.03
-86,50,-6147.45
-84,50,-6488.56
-82,50,-6826.14
-80,50,-7156.96
-78,50,-7477.82
-76,50,-7785.51
-74,50,-8076.81
-72,50,-8348.46
-70,50,-8597.12
-68,50,-8819.44
-66,50,-9012.02
-64,50,-9171.51
-62,50,-9294.69
-60,50,-9378.59
-58,50,-9420.61
-56,50,-9418.67
-54,50,-9371.38
-52,50,-9278.18
-50,50,-9139.44
-48,50,-8956.56
-46,50,-8732.02
-44,50,-8469.36
-42,50,-8173.12
-40,50,-7848.74
-38,50,-7502.38
-36,50,-7140.77
-34,50,-6770.92
-32,50,-6399.92
-30,50,-6034.7
-28,50,-5681.81
-26,50,-5347.21
-24,50,-5036.08
-22,50,-4752.77
-20,50,-4500.64
-18,50,-4282.09
-16,50,-4098.51
-14,50,-3950.39
-12,50,-3837.33
-10,50,-3758.17
-8,50,-3711.08
-6,50,-3693.68
-4,50,-3703.1
-2,50,-3736.13
0,50,-3789.23
2,50,-3858.68
4,50,-3940.53
6,50,-4030.74
8,50,-4125.16
10,50,-4219.56
12,50,-4309.73
14,50,-4391.45
16,50,-4460.65
18,50,-4513.4
20,50,-4546.05
22,50,-4555.33
24,50,-4538.45
26,50,-4493.2
28,50,-4418.01
30,50,-4312.06
32,50,-4175.3
34,50,-4008.42
36,50,-3812.83
38,50,-3590.55
40,50,-3344.12
42,50,-3076.38
44,50,-2790.36
46,50,-2489.02
48,50,-2175.13
50,50,-1851.08
52,50,-1518.76
54,50,-1179.47
56,50,-833.91
58,50,-482.176
60,50,-123.85
62,50,241.894
64,50,616.142
66,50,1000.08
68,50,1394.8
70,50,1801.17
72,50,2219.68
74,50,2650.32
76,50,3092.52
78,50,3545.13
80,50,4006.39
82,50,4474.05
84,50,4945.38
86,50,5417.31
88,50,5886.54
90,50,6349.63
92,50,6803.15
94,50,7243.73
96,50,7668.16
98,50,8073.45
100,50,8456.79
102,50,8815.63
104,50,9147.63
106,50,9450.6
108,50,9722.51
110,50,9961.47
112,50,10165.6
114,50,10333.3
116,50,10462.8
118,50,10552.7
120,50,10601.6
122,50,10608.4
124,50,10572.5
126,50,10493.5
128,50,10371.6
130,50,10207.5
132,50,10002.6
134,50,9758.99
136,50,9479.32
138,50,9166.91
140,50,8825.66
142,50,8459.96
144,50,8074.57
146,50,7674.52
148,50,7264.95
150,50,6851
152,50,6437.63
154,50,6029.53
156,50,5631
158,50,5245.84
160,50,4877.3
162,50,4528.05
164,50,4200.1
166,50,3894.85
168,50,3613.07
170,50,3354.96
172,50,3120.17
174,50,2907.86
176,50,2716.76
178,50,2545.21
180,50,2391.21
-180,52,2732.35
-178,52,2592.11
-176,52,2462.15
-174,52,2339.75
-172,52,2222.13
-170,52,2106.51
-168,52,1990.15
-166,52,1870.43
-164,52,1744.89
-162,52,1611.32
-160,52,1467.85
-158,52,1312.98
-156,52,1145.71
-154,52,965.557
-152,52,772.619
-150,52,567.582
-148,52,351.708
-146,52,126.78
-144,52,-104.992
-142,52,-341.085
-140,52,-578.83
-138,52,-815.576
-136,52,-1048.88
-134,52,-1276.66
-132,52,-1497.41
-130,52,-1710.23
-128,52,-1915.01
-126,52,-2112.36
-124,52,-2303.66
-122,52,-2490.93
-120,52,-2676.72
-118,52,-2863.93
-116,52,-3055.65
-114,52,-3254.88
-112,52,-3464.43
-110,52,-3686.67
-108,52,-3923.38
-106,52,-4175.7
-104,52,-4444.01
-102,52,-4727.95
-100,52,-5026.44
-98,52,-5337.76
-96,52,-5659.66
-94,52,-5989.47
-92,52,-6324.26
-90,52,-6660.92
-88,52,-6996.35
-86,52,-7327.48
-84,52,-7651.38
-82,52,-7965.28
-80,52,-8266.54
-78,52,-8552.71
-76,52,-8821.38
-74,52,-9070.2
-72,52,-9296.77
-70,52,-9498.66
-68,52,-9673.3
-66,52,-9818.05
-64,52,-9930.22
-62,52,-10007.1
-60,52,-10046.3
-58,52,-10045.3
-56,52,-10002.5
-54,52,-9916.59
-52,52,-9787.11
-50,52,-9614.55
-48,52,-9400.36
-46,52,-9147.1
-44,52,-8858.38
-42,52,-8538.83
-40,52,-8194
-38,52,-7830.16
-36,52,-7454.1
-34,52,-7072.92
-32,52,-6693.7
-30,52,-6323.32
-28,52,-5968.18
-26,52,-5634.01
-24,52,-5325.69
-22,52,-5047.12
-20,52,-4801.17
-18,52,-4589.68
-16,52,-4413.45
-14,52,-4272.31
-12,52,-4165.27
-10,52,-4090.58
-8,52,-4045.88
-6,52,-4028.34
-4,52,-4034.75
-2,52,-4061.65
0,52,-4105.36
2,52,-4162.12
4,52,-4228.06
6,52,-4299.27
8,52,-4371.77
10,52,-4441.61
12,52,-4504.81
14,52,-4557.44
16,52,-4595.63
18,52,-4615.69
20,52,-4614.14
22,52,-4587.86
24,52,-4534.14
26,52,-4450.84
28,52,-4336.48
30,52,-4190.27
32,52,-4012.22
34,52,-3803.08
36,52,-3564.35
38,52,-3298.17
40,52,-3007.17
42,52,-2694.35
44,52,-2362.85
46,52,-2015.76
48,52,-1655.94
50,52,-1285.87
52,52,-907.471
54,52,-522.075
56,52,-130.382
58,52,267.502
60,52,671.973
62,52,1083.8
64,52,1503.93
66,52,1933.36
68,52,2372.9
70,52,2823.01
72,52,3283.68
74,52,3754.33
76,52,4233.71
78,52,4719.95
80,52,5210.59
82,52,5702.63
84,52,6192.68
86,52,6677.09
88,52,7152.08
90,52,7613.9
92,52,8058.96
94,52,8483.92
96,52,8885.77
98,52,9261.88
100,52,9610
102,52,9928.25
104,52,10215.1
106,52,10469.2
108,52,10689.4
110,52,10874.8
112,52,11024.4
114,52,11137.4
116,52,11212.9
118,52,11250.1
120,52,11248.3
122,52,11206.9
124,52,11125.4
126,52,11004
128,52,10842.9
130,52,10643
132,52,10405.7
134,52,10133.2
136,52,9827.93
138,52,9493.32
140,52,9133.15
142,52,8751.73
144,52,8353.75
146,52,7944.13
148,52,7527.9
150,52,7110.04
152,52,6695.36
154,52,6288.36
156,52,5893.08
158,52,5513.07
160,52,5151.26
162,52,4809.95
164,52,4490.77
166,52,4194.7
168,52,3922.1
170,52,3672.72
172,52,3445.81
174,52,3240.11
176,52,3054
178,52,2885.5
180,52,2732.35
-180,54,3055.49
-178,54,2916.89
-176,54,2785.4
-174,54,2658.26
-172,54,2532.72
-170,54,2406.07
-168,54,2275.72
-166,54,2139.21
-164,54,1994.29
-162,54,1838.95
-160,54,1671.5
-158,54,1490.65
-156,54,1295.56
-154,54,1085.88
-152,54,861.833
-150,54,624.204
-148,54,374.329
-146,54,114.051
-144,54,-154.372
-142,54,-428.388
-140,54,-705.305
-138,54,-982.466
-136,54,-1257.43
-134,54,-1528.14
-132,54,-1793.09
-130,54,-2051.43
-128,54,-2303.06
-126,54,-2548.58
-124,54,-2789.35
-122,54,-3027.3
-120,54,-3264.82
-118,54,-3504.57
-116,54,-3749.3
-114,54,-4001.58
-112,54,-4263.67
-110,54,-4537.27
-108,54,-4823.45
-106,54,-5122.53
-104,54,-5434.05
-102,54,-5756.81
-100,54,-6088.89
-98,54,-6427.84
-96,54,-6770.73
-94,54,-7114.38
-92,54,-7455.47
-90,54,-7790.73
-88,54,-8117.02
-86,54,-8431.48
-84,54,-8731.54
-82,54,-9014.98
-80,54,-9279.87
-78,54,-9524.55
-76,54,-9747.53
-74,54,-9947.42
-72,54,-10122.8
-70,54,-10272.2
-68,54,-10393.9
-66,54,-10486.1
-64,54,-10546.8
-62,54,-10573.9
-60,54,-10565.5
-58,54,-10519.5
-56,54,-10434.5
-54,54,-10309.4
-52,54,-10143.8
-50,54,-9938.35
-48,54,-9694.46
-46,54,-9414.74
-44,54,-9102.85
-42,54,-8763.48
-40,54,-8402.22
-38,54,-8025.38
-36,54,-7639.81
-34,54,-7252.57
-32,54,-6870.72
-30,54,-6501.01
-28,54,-6149.63
-26,54,-5822.02
-24,54,-5522.65
-22,54,-5254.95
-20,54,-5021.22
-18,54,-4822.64
-16,54,-4659.36
-14,54,-4530.52
-12,54,-4434.43
-10,54,-4368.71
-8,54,-4330.43
-6,54,-4316.28
-4,54,-4322.67
-2,54,-4345.86
0,54,-4382.07
2,54,-4427.5
4,54,-4478.36
6,54,-4530.93
8,54,-4581.51
10,54,-4626.44
12,54,-4662.07
14,54,-4684.82
16,54,-4691.17
18,54,-4677.7
20,54,-4641.22
22,54,-4578.8
24,54,-4487.93
26,54,-4366.58
28,54,-4213.38
30,54,-4027.62
32,54,-3809.37
34,54,-3559.46
36,54,-3279.46
38,54,-2971.58
40,54,-2638.54
42,54,-2283.43
44,54,-1909.46
46,54,-1519.79
48,54,-1117.33
50,54,-704.578
52,54,-283.455
54,54,144.724
56,54,579.284
58,54,1020.13
60,54,1467.64
62,54,1922.49
64,54,2385.52
66,54,2857.46
68,54,3338.79
70,54,3829.51
72,54,4329.06
74,54,4836.21
76,54,5349
78,54,5864.8
80,54,6380.35
82,54,6891.93
84,54,7395.46
86,54,7886.71
88,54,8361.45
90,54,8815.65
92,54,9245.61
94,54,9648.05
96,54,10020.3
98,54,10360.1
100,54,10665.8
102,54,10936.4
104,54,11171.1
106,54,11369.5
108,54,11531.7
110,54,11657.5
112,54,11747.1
114,54,11800.4
116,54,11817.5
118,54,11798.3
120,54,11742.7
122,54,11650.5
124,54,11522
126,54,11357.2
128,54,11156.7
130,54,10921.7
132,54,10653.4
134,54,10353.9
136,54,10025.9
138,54,9672.55
140,54,9297.54
142,54,8905.08
144,54,8499.72
146,54,8086.23
148,54,7669.48
150,54,7254.25
152,54,6845.13
154,54,6446.36
156,54,6061.68
158,54,5694.28
160,54,5346.7
162,54,5020.82
164,54,4717.78
166,54,4438.08
168,54,4181.56
170,54,3947.46
172,54,3734.53
174,54,3541.05
176,54,3364.97
178,54,3203.97
180,54,3055.49
-180,56,3363.5
-178,56,3229.76
-176,56,3099.36
-174,56,2969.51
-172,56,2837.51
-170,56,2700.83
-168,56,2557.08
-166,56,2404.08
-164,56,2239.86
-162,56,2062.74
-160,56,1871.33
-158,56,1664.62
-156,56,1442.01
-154,56,1203.39
-152,56,949.143
-150,56,680.184
-148,56,397.939
-146,56,104.301
-144,56,-198.455
-142,56,-507.789
-140,56,-821.046
-138,56,-1135.63
-136,56,-1449.17
-134,56,-1759.7
-132,56,-2065.82
-130,56,-2366.74
-128,56,-2662.42
-126,56,-2953.53
-124,56,-3241.37
-122,56,-3527.79
-120,56,-3814.99
-118,56,-4105.38
-116,56,-4401.28
-114,56,-4704.77
-112,56,-5017.47
-110,56,-5340.36
-108,56,-5673.7
-106,56,-6016.94
-104,56,-6368.74
-102,56,-6726.99
-100,56,-7088.96
-98,56,-7451.43
-96,56,-7810.85
-94,56,-8163.55
-92,56,-8505.89
-90,56,-8834.47
-88,56,-9146.23
-86,56,-9438.56
-84,56,-9709.34
-82,56,-9956.96
-80,56,-10180.3
-78,56,-10378.4
-76,56,-10551
-74,56,-10697.5
-72,56,-10817.6
-70,56,-10910.7
-68,56,-10976.1
-66,56,-11013
-64,56,-11019.9
-62,56,-10995.5
-60,56,-10938.2
-58,56,-10846.5
-56,56,-10719.1
-54,56,-10555.2
-52,56,-10354.5
-50,56,-10117.7
-48,56,-9846.26
-46,56,-9542.77
-44,56,-9210.91
-42,56,-8855.37
-40,56,-8481.77
-38,56,-8096.41
-36,56,-7706.13
-34,56,-7317.94
-32,56,-6938.79
-30,56,-6575.26
-28,56,-6233.29
-26,56,-5917.95
-24,56,-5633.28
-22,56,-5382.17
-20,56,-5166.28
-18,56,-4986.13
-16,56,-4841.12
-14,56,-4729.65
-12,56,-4649.32
-10,56,-4597.05
-8,56,-4569.3
-6,56,-4562.22
-4,56,-4571.84
-2,56,-4594.14
0,56,-4625.18
2,56,-4661.13
4,56,-4698.32
6,56,-4733.24
8,56,-4762.49
10,56,-4782.75
12,56,-4790.81
14,56,-4783.5
16,56,-4757.69
18,56,-4710.39
20,56,-4638.72
22,56,-4540.06
24,56,-4412.16
26,56,-4253.18
28,56,-4061.89
30,56,-3837.71
32,56,-3580.8
34,56,-3292.05
36,56,-2973.09
38,56,-2626.18
40,56,-2254.11
42,56,-1859.97
44,56,-1447.01
46,56,-1018.41
48,56,-577.056
50,56,-125.409
52,56,334.648
54,56,801.856
56,56,1275.59
58,56,1755.76
60,56,2242.74
62,56,2737.11
64,56,3239.52
66,56,3750.44
68,56,4269.93
70,56,4797.53
72,56,5332.05
74,56,5871.58
76,56,6413.4
78,56,6954.09
80,56,7489.64
82,56,8015.56
84,56,8527.12
86,56,9019.55
88,56,9488.22
90,56,9928.87
92,56,10337.8
94,56,10711.8
96,56,11048.5
98,56,11346.2
100,56,11604.1
102,56,11821.8
104,56,11999.4
106,56,12137.8
108,56,12237.6
110,56,12300.1
112,56,12326.3
114,56,12317.1
116,56,12273.4
118,56,12195.9
120,56,12085
122,56,11941.4
124,56,11765.4
126,56,11557.5
128,56,11318.5
130,56,11049.6
132,56,10752.2
134,56,10428.3
136,56,10080.5
138,56,9711.84
140,56,9326
142,56,8926.99
144,56,8519.21
146,56,8107.26
148,56,7695.78
150,56,7289.34
152,56,6892.27
154,56,6508.46
156,56,6141.34
158,56,5793.66
160,56,5467.51
162,56,5164.26
164,56,4884.5
166,56,4628.16
168,56,4394.46
170,56,4182.08
172,56,3989.16
174,56,3813.48
176,56,3652.48
178,56,3503.44
180,56,3363.5
-180,58,3657.23
-178,58,3531.6
-176,58,3404.95
-174,58,3274.48
-172,58,3137.61
-170,58,2992
-168,58,2835.57
-166,58,2666.46
-164,58,2483.14
-162,58,2284.31
-160,58,2069
-158,58,1836.6
-156,58,1586.85
-154,58,1319.92
-152,58,1036.45
-150,58,737.513
-148,58,424.652
-146,58,99.8093
-144,58,-234.743
-142,58,-576.516
-140,58,-922.947
-138,58,-1271.56
-136,58,-1620.14
-134,58,-1966.88
-132,58,-2310.52
-130,58,-2650.44
-128,58,-2986.71
-126,58,-3320.05
-124,58,-3651.77
-122,58,-3983.61
-120,58,-4317.59
-118,58,-4655.77
-116,58,-5000.04
-114,58,-5351.91
-112,58,-5712.29
-110,58,-6081.39
-108,58,-6458.6
-106,58,-6842.45
-104,58,-7230.7
-102,58,-7620.34
-100,58,-8007.83
-98,58,-8389.24
-96,58,-8760.43
-94,58,-9117.32
-92,58,-9456.04
-90,58,-9773.13
-88,58,-10065.7
-86,58,-10331.4
-84,58,-10568.7
-82,58,-10776.6
-80,58,-10954.8
-78,58,-11103.4
-76,58,-11222.7
-74,58,-11313.4
-72,58,-11376.2
-70,58,-11411.4
-68,58,-11419.4
-66,58,-11399.9
-64,58,-11352.4
-62,58,-11276.2
-60,58,-11170.2
-58,58,-11033.3
-56,58,-10864.5
-54,58,-10663.2
-52,58,-10429.1
-50,58,-10163.1
-48,58,-9866.63
-46,58,-9542.31
-44,58,-9193.81
-42,58,-8825.79
-40,58,-8443.84
-38,58,-8054.25
-36,58,-7663.79
-34,58,-7279.38
-32,58,-6907.83
-30,58,-6555.5
-28,58,-6228.03
-26,58,-5930.09
-24,58,-5665.26
-22,58,-5435.82
-20,58,-5242.81
-18,58,-5086.03
-16,58,-4964.1
-14,58,-4874.68
-12,58,-4814.57
-10,58,-4780
-8,58,-4766.78
-6,58,-4770.51
-4,58,-4786.76
-2,58,-4811.22
0,58,-4839.78
2,58,-4868.57
4,58,-4894.03
6,58,-4912.86
8,58,-4921.97
10,58,-4918.46
12,58,-4899.56
14,58,-4862.58
16,58,-4804.89
18,58,-4723.95
20,58,-4617.34
22,58,-4482.81
24,58,-4318.42
26,58,-4122.62
28,58,-3894.39
30,58,-3633.29
32,58,-3339.61
34,58,-3014.31
36,58,-2659.08
38,58,-2276.19
40,58,-1868.43
42,58,-1438.88
44,58,-990.769
46,58,-527.201
48,58,-51.0049
50,58,435.45
52,58,930.368
54,58,1432.57
56,58,1941.5
58,58,2457.1
60,58,2979.67
62,58,3509.7
64,58,4047.62
66,58,4593.55
68,58,5147.14
70,58,5707.37
72,58,6272.43
74,58,6839.67
76,58,7405.62
78,58,7966.09
80,58,8516.3
82,58,9051.08
84,58,9565.1
86,58,10053.1
88,58,10510.2
90,58,10931.9
92,58,11314.5
94,58,11655.2
96,58,11951.9
98,58,12203.5
100,58,12409.8
102,58,12571.3
104,58,12689.2
106,58,12765
108,58,12800.8
110,58,12798.5
112,58,12760.3
114,58,12687.9
116,58,12583.1
118,58,12447.4
120,58,12281.8
122,58,12087.3
124,58,11864.8
126,58,11615.2
128,58,11339.3
130,58,11038.5
132,58,10714.2
134,58,10368.5
136,58,10003.9
138,58,9623.32
140,58,9230.33
142,58,8828.83
144,58,8423.03
146,58,8017.35
148,58,7616.24
150,58,7224.01
152,58,6844.67
154,58,6481.8
156,58,6138.4
158,58,5816.79
160,58,5518.53
162,58,5244.41
164,58,4994.42
166,58,4767.82
168,58,4563.19
170,58,4378.51
172,58,4211.28
174,58,4058.67
176,58,3917.59
178,58,3784.85
180,58,3657.23
-180,60,3935.27
-178,60,3820.89
-176,60,3700.67
-174,60,3571.8
-172,60,3431.82
-170,60,3278.63
-168,60,3110.46
-166,60,2925.93
-164,60,2723.94
-162,60,2503.71
-160,60,2264.8
-158,60,2007.05
-156,60,1730.66
-154,60,1436.18
-152,60,1124.55
-150,60,797.08
-148,60,455.444
-146,60,101.652
-144,60,-262.036
-142,60,-633.211
-140,60,-1009.45
-138,60,-1388.45
-136,60,-1768.22
-134,60,-2147.18
-132,60,-2524.29
-130,60,-2899.15
-128,60,-3271.99
-126,60,-3643.62
-124,60,-4015.36
-122,60,-4388.86
-120,60,-4765.92
-118,60,-5148.23
-116,60,-5537.19
-114,60,-5933.69
-112,60,-6337.89
-110,60,-6749.18
-108,60,-7166.02
-106,60,-7586.05
-104,60,-8006.09
-102,60,-8422.29
-100,60,-8830.34
-98,60,-9225.66
-96,60,-9603.62
-94,60,-9959.82
-92,60,-10290.3
-90,60,-10591.5
-88,60,-10860.9
-86,60,-11096.6
-84,60,-11297.5
-82,60,-11463.3
-80,60,-11594.5
-78,60,-11692.1
-76,60,-11757.4
-74,60,-11792
-72,60,-11797.4
-70,60,-11775.2
-68,60,-11726.3
-66,60,-11651.3
-64,60,-11550.7
-62,60,-11424
-60,60,-11270.8
-58,60,-11090.3
-56,60,-10882
-54,60,-10645.3
-52,60,-10380.2
-50,60,-10087.5
-48,60,-9768.87
-46,60,-9426.8
-44,60,-9064.98
-42,60,-8688.05
-40,60,-8301.55
-38,60,-7911.7
-36,60,-7525.18
-34,60,-7148.8
-32,60,-6789.16
-30,60,-6452.38
-28,60,-6143.77
-26,60,-5867.61
-24,60,-5626.93
-22,60,-5423.46
-20,60,-5257.58
-18,60,-5128.33
-16,60,-5033.59
-14,60,-4970.22
-12,60,-4934.28
-10,60,-4921.25
-8,60,-4926.27
-6,60,-4944.37
-4,60,-4970.66
-2,60,-5000.47
0,60,-5029.5
2,60,-5053.83
4,60,-5069.95
6,60,-5074.78
8,60,-5065.56
10,60,-5039.78
12,60,-4995.17
14,60,-4929.56
16,60,-4840.87
18,60,-4727.09
20,60,-4586.3
22,60,-4416.74
24,60,-4216.87
26,60,-3985.48
28,60,-3721.81
30,60,-3425.66
32,60,-3097.42
34,60,-2738.18
36,60,-2349.64
38,60,-1934.09
40,60,-1494.26
42,60,-1033.18
44,60,-553.97
46,60,-59.6173
48,60,447.179
50,60,964.186
52,60,1489.74
54,60,2022.77
56,60,2562.78
58,60,3109.73
60,60,3663.86
62,60,4225.49
64,60,4794.78
66,60,5371.49
68,60,5954.79
70,60,6543.06
72,60,7133.83
74,60,7723.72
76,60,8308.52
78,60,8883.31
80,60,9442.6
82,60,9980.61
84,60,10491.5
86,60,10969.7
88,60,11410
90,60,11808
92,60,12160
94,60,12463.5
96,60,12717
98,60,12919.9
100,60,13072.8
102,60,13176.9
104,60,13234.3
106,60,13247.7
108,60,13219.8
110,60,13153.7
112,60,13052.2
114,60,12918.3
116,60,12754.2
118,60,12562.2
120,60,12343.9
122,60,12100.8
124,60,11834.2
126,60,11545.1
128,60,11234.8
130,60,10904.5
132,60,10556
134,60,10191.2
136,60,9812.57
138,60,9423.08
140,60,9026.13
142,60,8625.51
144,60,8225.32
146,60,7829.79
148,60,7443.15
150,60,7069.47
152,60,6712.46
154,60,6375.34
156,60,6060.69
158,60,5770.33
160,60,5505.27
162,60,5265.69
164,60,5050.91
166,60,4859.48
168,60,4689.25
170,60,4537.47
172,60,4400.93
174,60,4276.12
176,60,4159.37
178,60,4046.95
180,60,3935.27
-180,62,4193.92
-178,62,4093.8
-176,62,3982.7
-174,62,3857.78
-172,62,3716.69
-170,62,3557.58
-168,62,3379.05
-166,62,3180.17
-164,62,2960.39
-162,62,2719.5
-160,62,2457.64
-158,62,2175.22
-156,62,1872.99
-154,62,1551.95
-152,62,1213.41
-150,62,858.97
-148,62,490.499
-146,62,110.092
-144,62,-280
-142,62,-677.462
-140,62,-1080.04
-138,62,-1485.66
-136,62,-1892.6
-134,62,-2299.58
-132,62,-2705.85
-130,62,-3111.26
-128,62,-3516.26
-126,62,-3921.79
-124,62,-4329.2
-122,62,-4740.03
-120,62,-5155.84
-118,62,-5577.93
-116,62,-6007.19
-114,62,-6443.8
-112,62,-6887.17
-110,62,-7335.8
-108,62,-7787.26
-106,62,-8238.26
-104,62,-8684.75
-102,62,-9122.07
-100,62,-9545.23
-98,62,-9949.1
-96,62,-10328.7
-94,62,-10679.4
-92,62,-10997.2
-90,62,-11278.8
-88,62,-11521.8
-86,62,-11725
-84,62,-11887.7
-82,62,-12010.4
-80,62,-12094.3
-78,62,-12141.3
-76,62,-12153.6
-74,62,-12133.5
-72,62,-12083.6
-70,62,-12006
-68,62,-11902.7
-66,62,-11774.9
-64,62,-11623.6
-62,62,-11449.1
-60,62,-11251.4
-58,62,-11030.1
-56,62,-10784.9
-54,62,-10515.6
-52,62,-10222.3
-50,62,-9905.84
-48,62,-9567.96
-46,62,-9211.26
-44,62,-8839.36
-42,62,-8456.87
-40,62,-8069.27
-38,62,-7682.72
-36,62,-7303.74
-34,62,-6939
-32,62,-6594.89
-30,62,-6277.24
-28,62,-5991.02
-26,62,-5740.07
-24,62,-5526.93
-22,62,-5352.74
-20,62,-5217.22
-18,62,-5118.71
-16,62,-5054.35
-14,62,-5020.23
-12,62,-5011.65
-10,62,-5023.36
-8,62,-5049.84
-6,62,-5085.53
-4,62,-5125.05
-2,62,-5163.38
0,62,-5195.95
2,62,-5218.75
4,62,-5228.33
6,62,-5221.76
8,62,-5196.57
10,62,-5150.67
12,62,-5082.26
14,62,-4989.72
16,62,-4871.56
18,62,-4726.35
20,62,-4552.76
22,62,-4349.56
24,62,-4115.69
26,62,-3850.37
28,62,-3553.17
30,62,-3224.14
32,62,-2863.88
34,62,-2473.56
36,62,-2054.92
38,62,-1610.24
40,62,-1142.15
42,62,-653.572
44,62,-147.453
46,62,373.388
48,62,906.446
50,62,1449.67
52,62,2001.57
54,62,2561.2
56,62,3128.12
58,62,3702.3
60,62,4283.86
62,62,4872.93
64,62,5469.36
66,62,6072.46
68,62,6680.88
70,62,7292.38
72,62,7903.81
74,62,8511.09
76,62,9109.29
78,62,9692.79
80,62,10255.5
82,62,10791.2
84,62,11293.6
86,62,11756.8
88,62,12175.7
90,62,12545.8
92,62,12863.9
94,62,13127.6
96,62,13336
98,62,13489.2
100,62,13588.4
102,62,13635.8
104,62,13634.1
106,62,13587
108,62,13498
110,62,13371
112,62,13209.7
114,62,13017.7
116,62,12798.1
118,62,12553.4
120,62,12286.1
122,62,11998
124,62,11690.6
126,62,11365.4
128,62,11023.7
130,62,10667
132,62,10297.1
134,62,9915.86
136,62,9525.89
138,62,9130.07
140,62,8731.77
142,62,8334.69
144,62,7942.82
146,62,7560.25
148,62,7191.03
150,62,6838.99
152,62,6507.56
154,62,6199.6
156,62,5917.25
158,62,5661.85
160,62,5433.85
162,62,5232.76
164,62,5057.24
166,62,4905.08
168,62,4773.36
170,62,4658.56
172,62,4556.73
174,62,4463.63
176,62,4374.94
178,62,4286.39
180,62,4193.92
-180,64,4427.79
-178,64,4344.66
-176,64,4245.3
-174,64,4126.79
-172,64,3986.86
-170,64,3823.89
-168,64,3636.85
-166,64,3425.26
-164,64,3189.14
-162,64,2928.89
-160,64,2645.3
-158,64,2339.41
-156,64,2012.55
-154,64,1666.29
-152,64,1302.37
-150,64,922.746
-148,64,529.53
-146,64,124.937
-144,64,-288.769
-142,64,-709.368
-140,64,-1134.79
-138,64,-1563.24
-136,64,-1993.29
-134,64,-2424.01
-132,64,-2855
-130,64,-3286.43
-128,64,-3718.98
-126,64,-4153.77
-124,64,-4592.16
-122,64,-5035.61
-120,64,-5485.41
-118,64,-5942.45
-116,64,-6407.04
-114,64,-6878.67
-112,64,-7355.94
-110,64,-7836.47
-108,64,-8316.93
-106,64,-8793.14
-104,64,-9260.23
-102,64,-9712.83
-100,64,-10145.4
-98,64,-10552.3
-96,64,-10928.4
-94,64,-11268.9
-92,64,-11570
-90,64,-11828.7
-88,64,-12043
-86,64,-12212.1
-84,64,-12335.9
-82,64,-12415.8
-80,64,-12453.6
-78,64,-12451.9
-76,64,-12413.6
-74,64,-12342
-72,64,-12240.2
-70,64,-12111.1
-68,64,-11957.2
-66,64,-11780.6
-64,64,-11582.6
-62,64,-11364.1
-60,64,-11125.6
-58,64,-10867
-56,64,-10588.3
-54,64,-10289.6
-52,64,-9971.21
-50,64,-9634.13
-48,64,-9280.11
-46,64,-8911.81
-44,64,-8532.88
-42,64,-8147.9
-40,64,-7762.27
-38,64,-7382.04
-36,64,-7013.6
-34,64,-6663.42
-32,64,-6337.64
-30,64,-6041.82
-28,64,-5780.53
-26,64,-5557.21
-24,64,-5373.9
-22,64,-5231.16
-20,64,-5128.11
-18,64,-5062.42
-16,64,-5030.52
-14,64,-5027.79
-12,64,-5048.81
-10,64,-5087.64
-8,64,-5138.1
-6,64,-5194.06
-4,64,-5249.64
-2,64,-5299.42
0,64,-5338.57
2,64,-5362.92
4,64,-5369.01
6,64,-5354.03
8,64,-5315.76
10,64,-5252.48
12,64,-5162.84
14,64,-5045.77
16,64,-4900.36
18,64,-4725.83
20,64,-4521.45
22,64,-4286.59
24,64,-4020.75
26,64,-3723.62
28,64,-3395.19
30,64,-3035.82
32,64,-2646.34
34,64,-2228.03
36,64,-1782.69
38,64,-1312.53
40,64,-820.104
42,64,-308.13
44,64,220.646
46,64,763.643
48,64,1318.6
50,64,1883.71
52,64,2457.67
54,64,3039.66
56,64,3629.34
58,64,4226.6
60,64,4831.47
62,64,5443.8
64,64,6063.06
66,64,6688.12
68,64,7317.02
70,64,7946.89
72,64,8573.91
74,64,9193.28
76,64,9799.44
78,64,10386.1
80,64,10946.8
82,64,11474.8
84,64,11963.7
86,64,12407.4
88,64,12800.8
